id,first_review,last_review,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
464384,2012-09-17,2023-09-04,95,2,0,4,4,4,5,5,5,5,1
1526583,2018-11-10,2024-01-15,35,2,0,5,5,5,5,5,5,5,1
1529013,2014-10-07,2024-03-16,137,8,1,5,5,5,5,5,5,5,1
1559076,2013-10-18,2024-01-19,29,4,0,5,5,5,5,5,5,5,0
1664166,2014-06-02,2024-03-11,153,26,2,5,5,5,5,5,5,5,1
3665425,2015-08-19,2024-01-05,35,24,0,5,5,5,5,5,5,5,0
4574645,2015-06-11,2024-01-26,55,6,0,5,5,5,5,5,5,5,1
5395880,2015-09-26,2020-08-18,15,0,0,5,5,5,5,5,5,5,0
5420833,2015-06-10,2024-02-22,136,10,1,5,5,5,5,5,5,5,1
6013819,2015-06-12,2017-08-12,5,0,0,5,5,5,5,5,5,5,0
6170275,2017-04-18,2023-08-11,18,2,0,5,5,5,5,5,5,5,0
6262372,2015-06-13,2024-02-25,190,20,1,5,5,5,5,5,5,5,2
6349369,2015-05-12,2023-10-19,91,10,0,5,5,5,5,5,5,5,1
6350400,2016-04-12,2024-02-01,91,9,0,5,5,5,5,5,5,5,1
6425184,2021-07-29,2024-02-29,7,2,1,4,4,5,5,5,5,4,0
6465000,2015-06-01,2018-12-08,151,0,0,5,5,5,5,5,5,5,1
6493061,2017-08-07,2022-05-23,4,0,0,5,5,5,5,5,5,5,0
6504088,2016-03-18,2023-10-19,36,4,0,5,5,5,5,5,5,5,0
6577123,2015-06-12,2023-12-01,19,4,0,5,5,5,5,5,5,5,0
6600452,2015-06-15,2024-01-06,287,30,0,5,5,5,5,5,5,5,3
6645164,2015-06-22,2023-09-28,148,9,0,5,5,5,5,5,5,5,1
6729013,2015-06-14,2017-04-09,6,0,0,5,5,5,5,5,5,4,0
6850453,2015-09-11,2023-10-30,263,24,0,5,5,5,5,5,5,5,3
6958427,2017-03-24,2023-08-27,80,3,0,5,5,5,5,5,5,5,1
7403049,2015-08-13,2023-12-15,24,4,0,5,5,5,5,5,5,5,0
7556469,2015-08-08,2024-03-20,769,66,1,5,5,5,5,5,5,5,7
7916359,2018-12-09,2024-01-16,64,6,0,5,5,5,5,5,5,5,1
8098097,2015-11-09,2019-10-16,24,0,0,5,5,5,5,5,5,5,0
8565594,2015-10-11,2023-12-01,25,2,0,5,5,5,5,5,5,5,0
8703847,2015-11-12,2023-02-12,24,0,0,5,5,5,5,5,5,5,0
8722108,2015-11-19,2023-07-22,8,2,0,5,5,5,5,5,5,5,0
8736262,2015-11-29,2023-11-09,69,13,0,5,5,5,5,5,5,5,1
8848038,2016-08-19,2023-11-14,24,2,0,5,5,5,5,5,5,5,0
8885819,2019-08-06,2023-10-11,24,5,0,5,5,5,5,5,5,5,0
9171210,2016-06-19,2023-05-21,6,1,0,5,5,5,5,5,5,5,0
9229642,2015-11-16,2023-11-15,144,3,0,5,5,5,5,5,5,5,1
9632927,2016-01-18,2023-10-31,98,1,0,5,5,5,5,5,5,5,1
10495242,2023-06-29,2023-06-29,1,1,0,5,5,5,5,5,5,5,0
11533848,2016-03-09,2024-02-19,84,10,0,5,5,5,5,5,5,5,1
11841673,2016-08-06,2024-02-10,95,20,0,5,5,5,5,5,5,5,1
12113228,2016-06-04,2019-12-30,23,0,0,5,5,5,5,5,5,5,0
13141728,2016-09-27,2024-03-07,473,59,2,5,5,5,5,5,5,5,5
14016269,2016-08-11,2016-08-28,3,0,0,5,5,5,5,5,5,5,0
14369936,2017-03-02,2023-06-10,20,1,0,5,5,5,5,5,5,5,0
14533478,2016-09-14,2024-03-09,144,38,3,5,5,5,5,5,5,5,2
15019119,2017-10-09,2024-03-11,334,71,3,5,5,5,5,5,5,5,4
15115319,2016-10-14,2024-03-17,377,74,5,5,5,5,5,5,5,5,4
15230180,2017-01-25,2024-01-28,67,18,0,5,5,5,5,5,5,5,1
15269088,2017-02-08,2023-10-16,35,7,0,5,5,5,5,5,5,5,0
15324736,2016-10-10,2024-01-28,155,7,0,5,5,5,5,5,5,5,2
15379668,2016-10-23,2024-02-29,232,58,3,5,5,5,5,5,5,5,3
15760079,2018-09-29,2024-03-10,122,27,2,5,5,5,5,5,5,5,2
15835120,2020-08-14,2022-06-16,3,0,0,5,5,5,5,5,5,5,0
15928457,2016-11-26,2018-08-06,58,0,0,5,5,4,5,5,5,5,1
16312922,2017-01-22,2021-08-02,10,0,0,5,5,5,5,5,5,5,0
16465699,2017-12-15,2023-08-24,113,1,0,5,5,5,5,5,5,5,1
16857846,2017-02-10,2024-02-09,147,26,0,5,5,5,5,5,5,5,2
16994402,2017-02-24,2024-01-01,603,61,0,5,5,5,5,5,5,5,7
17736300,2017-08-04,2024-03-22,155,39,3,5,5,5,5,5,5,5,2
17991311,2017-04-30,2024-03-10,204,28,2,5,5,5,5,5,5,5,2
18152359,2017-06-14,2024-02-05,45,16,0,5,5,5,5,5,5,5,1
18361859,2017-05-29,2020-08-31,29,0,0,5,5,5,5,5,5,5,0
18489971,2018-06-06,2023-10-11,44,1,0,5,5,5,5,5,5,5,1
18687663,2017-08-31,2022-06-15,6,0,0,5,5,5,5,5,5,5,0
19135087,2017-06-11,2024-02-08,24,4,0,5,5,5,5,5,5,5,0
19229078,2017-08-03,2024-03-06,447,59,3,5,5,5,5,5,5,5,6
19346843,2017-07-22,2018-01-03,7,0,0,5,5,5,5,5,5,5,0
19554635,2017-07-16,2024-02-19,146,31,0,5,5,5,5,5,5,5,2
19556636,2017-07-15,2024-03-10,218,28,3,5,5,5,5,5,5,5,3
19784940,2017-08-13,2024-02-24,267,10,1,5,5,5,5,5,5,5,3
19807945,2017-12-29,2018-08-13,2,0,0,4,5,5,5,5,5,5,0
19830207,2017-08-11,2023-08-11,27,2,0,5,5,5,5,5,5,5,0
19856231,2017-07-28,2024-03-13,154,32,4,5,5,5,5,5,5,5,2
19893969,2017-07-31,2024-02-24,130,24,1,5,5,5,5,5,5,5,2
19943640,2017-10-28,2024-03-10,97,33,2,5,5,5,5,5,5,5,1
19945440,2017-08-20,2024-01-22,135,23,0,5,5,5,5,5,5,5,2
19949282,2017-07-25,2024-03-17,505,72,7,5,5,5,5,5,5,5,6
19967328,2017-11-04,2023-03-25,84,1,0,5,5,5,5,5,5,5,1
20007181,2017-08-08,2023-11-25,112,15,0,5,5,5,5,5,5,5,1
20255385,2017-08-30,2024-03-17,359,70,5,5,5,5,5,5,5,5,4
20360491,2017-09-09,2023-05-19,74,3,0,5,5,5,5,5,5,5,1
20405074,2017-10-29,2024-01-24,119,17,0,5,5,5,5,5,5,5,2
20542130,2017-10-20,2023-08-02,10,2,0,5,5,5,5,5,5,5,0
20573647,2017-10-01,2024-01-20,173,21,0,5,5,5,5,5,5,5,2
20759250,2017-09-23,2023-11-20,40,11,0,5,5,5,5,5,5,5,1
20814619,2017-10-31,2024-03-12,245,35,3,5,5,5,5,5,5,5,3
20968358,2018-10-25,2024-03-20,130,51,5,5,5,5,5,5,5,5,2
21041138,2017-10-14,2023-03-28,37,1,0,5,5,5,5,5,5,5,0
21077938,2017-10-04,2021-01-02,57,0,0,5,5,5,5,5,5,5,1
21141111,2017-12-07,2024-02-18,78,17,0,5,5,5,5,5,5,5,1
21229614,2017-11-04,2024-03-01,63,7,1,5,5,5,5,5,5,5,1
21231243,2017-10-10,2022-10-18,54,0,0,4,4,4,5,5,4,4,1
21375970,2017-11-21,2023-12-27,111,5,0,5,5,5,5,5,5,5,1
21501002,2018-02-21,2024-01-19,56,11,0,5,5,5,5,5,5,5,1
21514826,2017-12-11,2023-12-08,56,10,0,5,5,5,5,5,5,5,1
21538416,2017-11-26,2024-03-13,153,25,2,5,5,5,5,5,5,5,2
21813133,2017-11-27,2024-03-05,271,62,3,5,5,5,5,5,5,5,4
21837665,2017-12-31,2024-02-29,86,15,1,5,5,5,5,5,5,5,1
21881934,2017-11-29,2024-03-10,201,46,4,5,5,5,5,5,5,5,3
21919063,2017-12-14,2023-12-17,35,5,0,5,5,5,5,5,5,5,0
21956686,2019-02-08,2023-07-03,16,5,0,4,5,4,5,5,5,5,0
22505139,2018-01-04,2023-10-02,85,5,0,5,5,5,5,5,5,5,1
22545718,2018-01-28,2024-02-25,295,43,1,5,5,5,5,5,5,5,4
22812947,2018-02-15,2024-01-04,140,5,0,5,5,5,5,5,5,5,2
22943551,2018-06-10,2022-08-26,33,0,0,5,5,5,5,5,5,5,0
23073257,2019-11-17,2024-01-03,10,7,0,5,5,5,5,5,5,5,0
23126855,2018-02-12,2024-01-01,311,11,0,5,5,5,5,5,5,5,4
23223000,2018-03-26,2023-12-25,34,8,0,5,5,5,5,5,5,5,0
23265785,2018-02-14,2024-02-20,185,15,0,5,5,5,5,5,5,5,2
23613281,2018-04-26,2021-10-01,6,0,0,5,5,5,5,5,5,5,0
23627811,2018-03-11,2024-03-11,565,48,6,5,5,5,5,5,5,5,8
23632750,2021-09-26,2024-02-25,79,24,1,5,5,5,5,4,5,5,3
23687236,2018-04-02,2024-01-08,76,12,0,5,5,5,5,5,5,5,1
23688055,2018-05-08,2024-03-17,473,63,3,5,5,5,5,5,5,5,7
23735490,2018-09-01,2023-09-23,19,3,0,5,5,5,5,5,5,5,0
23998136,2018-05-06,2020-08-29,25,0,0,5,5,5,5,5,5,5,0
23999379,2018-04-17,2020-08-02,21,0,0,5,5,5,5,5,5,5,0
24000513,2018-06-06,2019-03-15,5,0,0,5,5,5,5,5,5,5,0
24064823,2018-04-09,2024-03-19,245,48,4,5,5,5,5,5,5,5,3
24139716,2018-04-06,2024-03-16,184,13,2,5,5,5,5,5,5,5,3
24310781,2018-06-24,2023-12-06,39,1,0,5,5,4,5,5,5,5,1
24398955,2018-04-22,2024-02-26,208,15,1,5,5,5,5,5,5,5,3
24431126,2018-07-02,2022-08-22,38,0,0,5,5,5,5,5,5,5,1
24476896,2018-05-27,2024-03-12,314,82,6,5,5,5,5,5,5,5,4
24573131,2018-05-28,2023-11-19,159,11,0,5,5,5,5,5,5,5,2
24579927,2018-04-29,2019-08-25,17,0,0,5,5,5,5,5,5,5,0
24677894,2018-09-16,2024-03-12,117,28,2,5,5,5,5,5,5,5,2
24678630,2018-04-29,2024-03-01,184,36,1,5,5,5,5,5,5,5,3
24717604,2018-05-16,2023-06-29,168,14,0,5,5,5,5,5,5,5,2
24796952,2018-05-13,2024-03-17,416,50,2,5,5,5,5,5,5,5,6
24798228,2018-06-26,2022-06-30,10,0,0,4,4,4,5,5,5,5,0
24821874,2018-05-11,2024-03-10,246,72,3,5,5,5,5,5,5,5,3
24895418,2018-06-22,2022-01-20,32,0,0,5,5,5,5,5,5,5,0
24942008,2018-06-01,2022-09-23,22,0,0,5,5,5,5,5,5,5,0
24944555,2018-06-14,2024-03-01,191,38,1,5,5,5,5,5,5,5,3
24964863,2018-09-26,2023-07-09,10,1,0,5,5,5,5,5,5,5,0
24969160,2018-06-10,2023-12-05,28,1,0,5,5,5,5,5,5,5,0
25313408,2019-07-27,2019-07-27,1,0,0,5,5,5,5,5,5,5,0
25539735,2019-03-07,2021-08-08,66,0,0,5,5,5,5,5,5,5,1
25570456,2018-06-15,2023-08-07,39,3,0,4,5,4,5,4,5,4,1
25780391,2018-07-17,2023-09-01,35,2,0,5,5,5,5,5,5,5,1
26216840,2018-06-25,2024-02-09,28,4,0,5,5,5,5,5,5,5,0
26608039,2018-08-01,2024-03-10,267,61,3,5,5,5,5,5,5,5,4
26668708,2018-07-27,2023-08-14,173,5,0,5,5,5,5,5,5,5,3
26783329,2018-08-20,2024-03-04,128,39,2,5,5,5,5,5,5,5,2
26813437,2018-08-05,2019-07-14,65,0,0,5,5,5,5,5,5,5,1
26819452,2018-07-19,2024-02-24,222,36,1,5,5,5,5,5,5,5,3
26848338,2018-09-06,2024-01-14,69,8,0,5,5,5,5,5,5,5,1
27019047,2018-07-21,2023-06-28,132,9,0,5,5,5,5,5,5,5,2
27207195,2018-09-07,2024-03-06,41,6,1,5,5,5,5,5,5,5,1
27504329,2020-06-06,2021-05-09,3,0,0,5,5,5,5,5,5,5,0
27542208,2018-09-04,2024-03-07,118,13,3,5,5,5,5,5,5,5,2
27588784,2018-08-26,2024-02-27,29,7,1,5,5,5,5,5,5,5,0
27588785,2018-08-20,2024-01-06,30,5,0,5,5,5,5,5,5,5,0
27588787,2018-08-24,2023-10-14,32,10,0,5,5,5,5,5,5,5,0
27588789,2018-08-23,2022-05-22,17,0,0,5,5,5,5,5,5,5,0
27588790,2018-09-27,2023-10-18,38,5,0,5,5,5,5,5,4,5,1
27588791,2018-09-05,2023-08-07,19,3,0,5,5,5,5,5,4,5,0
27588792,2018-08-30,2023-09-15,39,4,0,5,5,5,5,5,5,5,1
27588793,2018-09-05,2023-10-22,34,9,0,5,5,5,5,5,4,5,1
27646733,2018-11-25,2024-01-20,17,3,0,5,5,5,5,5,5,5,0
27853614,2018-08-20,2024-03-02,318,43,1,5,5,5,5,5,5,5,5
27855927,2019-08-11,2022-05-06,5,0,0,5,5,5,5,5,5,5,0
28389128,2018-10-15,2024-03-08,92,25,1,5,5,5,5,5,5,5,1
28415481,2018-09-12,2024-03-14,36,16,2,5,5,5,5,5,5,5,1
28459402,2018-09-30,2024-02-25,48,10,1,5,5,5,5,5,5,5,1
28560248,2018-11-19,2023-04-21,38,1,0,5,5,5,5,5,5,5,1
28685075,2018-10-21,2022-08-16,21,0,0,5,5,5,5,5,5,5,0
28815673,2018-09-29,2024-03-07,170,32,3,5,5,5,5,5,5,5,3
29053103,2019-06-27,2023-05-17,51,1,0,5,5,5,5,5,5,5,1
29284880,2018-11-24,2023-10-23,68,10,0,5,5,5,5,5,5,5,1
29569409,2018-11-10,2024-02-25,175,25,1,5,5,5,5,5,5,5,3
29586947,2018-11-24,2023-08-21,7,2,0,5,5,5,5,5,5,5,0
29725400,2018-11-20,2023-12-05,48,4,0,5,5,5,5,5,5,5,1
29778226,2019-01-17,2023-10-19,18,3,0,5,5,5,5,5,5,5,0
29834015,2019-02-19,2023-09-12,8,2,0,5,5,5,5,5,5,5,0
30176641,2018-12-02,2023-06-20,76,4,0,5,5,5,5,5,5,5,1
30231853,2019-01-13,2024-03-01,121,24,1,5,5,5,5,5,5,5,2
30257915,2018-12-28,2019-07-20,25,0,0,5,5,5,5,5,5,5,0
30428050,2018-12-09,2024-03-08,131,31,1,5,5,5,5,5,5,5,2
30442896,2019-06-02,2023-08-23,46,6,0,5,5,5,5,5,5,5,1
30443324,2019-01-19,2023-10-22,53,8,0,5,5,5,5,5,5,5,1
30532631,2023-06-05,2023-11-17,3,3,0,5,5,5,5,5,5,4,0
30595133,2018-12-12,2024-03-15,134,16,2,5,5,5,5,5,5,5,2
30932518,2019-01-29,2024-03-17,158,34,2,5,5,5,5,5,5,5,3
31149855,2019-01-16,2024-02-04,140,6,0,5,5,5,5,5,5,5,2
31396921,2023-12-18,2024-03-19,16,16,3,5,5,5,5,5,5,5,5
31498719,2019-06-29,2024-03-02,31,10,1,5,5,5,5,5,5,5,1
31535314,2019-02-24,2024-01-10,19,10,0,5,5,5,5,5,5,5,0
31622758,2019-01-31,2024-02-19,133,16,0,5,5,5,5,5,5,5,2
31764914,2019-02-25,2024-03-09,200,50,3,5,5,5,5,5,5,5,3
31865900,2019-04-07,2024-02-28,96,17,1,5,5,5,5,5,5,5,2
31885722,2019-06-13,2023-10-30,13,2,0,5,4,5,5,4,5,4,0
31887311,2019-05-12,2023-09-29,34,2,0,5,5,5,5,5,5,5,1
31887599,2019-05-28,2023-09-25,33,3,0,5,5,5,5,5,5,5,1
32002326,2019-02-21,2024-02-20,102,36,0,5,5,5,5,5,5,5,2
32064679,2019-02-22,2023-05-29,28,2,0,5,5,5,5,5,5,5,0
32167396,2019-03-27,2023-12-26,139,6,0,5,5,5,5,5,5,5,2
32342977,2019-02-18,2023-10-28,122,8,0,5,5,5,5,5,5,5,2
32363502,2019-03-02,2019-09-01,24,0,0,5,5,5,5,5,5,5,0
32728509,2019-03-17,2023-11-15,92,13,0,5,5,5,5,5,5,5,2
33043126,2019-03-18,2024-03-07,143,16,1,5,5,5,5,5,5,5,2
33160320,2019-04-28,2024-03-16,71,17,3,5,5,5,5,5,5,5,1
33485155,2019-08-02,2024-03-18,73,13,1,5,5,5,5,5,5,5,1
33527029,2019-04-22,2020-03-12,123,0,0,5,5,5,5,5,5,5,2
33718930,2019-05-14,2024-03-06,111,30,1,5,5,5,5,5,5,5,2
34095722,2019-06-05,2024-03-20,127,41,5,5,5,5,5,5,5,5,2
34147948,2019-05-31,2024-01-31,43,13,0,5,5,5,5,5,5,5,1
34558186,2019-08-03,2021-04-23,25,0,0,4,5,5,5,5,5,4,0
34598964,2019-12-24,2020-01-29,2,0,0,4,5,5,5,5,4,4,0
34598983,2020-01-12,2021-07-03,3,0,0,5,5,5,5,5,5,5,0
34605031,2019-05-20,2024-03-10,237,75,1,5,5,5,5,5,5,5,4
34713260,2019-05-25,2023-09-03,41,2,0,5,5,5,5,5,5,5,1
34720387,2019-05-21,2024-01-22,109,13,0,5,5,5,5,5,5,5,2
34769613,2020-09-08,2023-12-16,18,5,0,5,4,4,5,5,5,5,0
34839031,2019-07-06,2023-09-06,22,4,0,5,5,5,5,5,5,5,0
34869040,2020-01-04,2024-02-25,69,45,1,5,5,4,5,5,5,5,1
34928960,2021-08-21,2023-08-11,3,1,0,5,5,5,5,5,5,4,0
34964474,2019-06-12,2023-07-17,71,5,0,5,5,5,5,5,5,5,1
35167841,2019-07-02,2023-08-31,14,4,0,5,5,5,5,5,5,5,0
35616676,2019-06-16,2024-03-15,114,27,3,5,5,5,5,5,5,5,2
35617165,2019-08-18,2022-10-24,29,0,0,5,5,5,5,5,5,5,1
35844492,2019-06-22,2024-03-01,136,28,2,5,5,5,5,5,5,5,2
35869331,2019-12-06,2020-03-02,4,0,0,5,5,5,5,5,5,5,0
35934650,2019-07-17,2024-03-03,55,32,1,5,5,5,5,5,5,5,1
35974292,2019-07-07,2020-02-29,26,0,0,5,5,5,5,5,5,5,0
36032002,2019-08-12,2023-09-16,56,15,0,5,5,5,5,5,5,5,1
36117951,2019-08-04,2023-12-31,128,5,0,5,5,5,5,5,5,5,2
36143466,2019-07-02,2024-02-22,92,32,1,5,5,5,5,5,5,5,2
36349482,2019-10-20,2019-11-10,2,0,0,4,5,3,5,5,5,5,0
36504535,2022-02-21,2024-03-02,41,23,1,5,5,5,5,5,5,5,2
36564209,2019-07-14,2024-03-02,125,24,1,5,5,5,5,5,5,5,2
36880111,2019-07-30,2024-02-25,184,53,3,5,5,5,5,5,5,5,3
36906307,2019-07-27,2024-01-08,50,4,0,5,5,5,5,5,5,5,1
36908415,2019-09-21,2024-03-18,153,62,7,5,5,5,5,5,5,5,3
37080019,2019-09-22,2024-03-16,144,35,3,5,5,5,5,5,5,5,3
37213631,2019-08-23,2024-01-17,95,17,0,5,5,5,5,5,5,5,2
37292530,2022-11-23,2024-03-18,71,49,2,5,5,5,5,5,5,5,4
37367048,2019-08-12,2024-03-22,159,44,3,5,5,5,5,5,5,5,3
37400864,2019-08-16,2023-10-16,63,12,0,5,5,5,5,5,5,5,1
37589738,2022-05-09,2024-01-05,51,23,0,5,5,4,5,5,5,5,2
37623089,2019-08-16,2024-02-29,127,12,1,5,5,5,5,5,5,5,2
37624268,2019-08-19,2024-01-02,65,9,0,5,5,5,5,5,5,5,1
37624941,2019-08-13,2023-09-16,63,4,0,5,5,5,5,5,5,5,1
37833722,2019-08-25,2024-02-19,81,11,0,5,5,5,5,5,5,5,1
37965838,2019-10-08,2024-02-18,182,36,0,5,5,5,5,5,5,5,3
38119529,2019-09-05,2024-02-12,55,23,0,5,5,5,5,5,5,5,1
38167116,2019-09-30,2023-01-30,6,0,0,5,5,5,5,5,5,5,0
38186060,2020-12-21,2024-02-18,143,29,0,5,5,5,5,5,5,5,4
38261817,2019-09-23,2024-01-08,75,24,0,5,5,5,5,5,5,5,1
38361902,2019-10-13,2024-02-24,92,8,1,5,5,5,5,5,5,5,2
38387582,2019-09-12,2024-03-03,168,30,2,5,5,5,5,5,5,5,3
38390153,2022-02-02,2023-09-22,26,10,0,5,5,5,5,5,5,5,1
38390162,2022-02-01,2023-11-06,33,9,0,5,5,5,5,5,5,5,1
38408644,2020-02-19,2022-05-01,6,0,0,4,5,5,4,4,4,4,0
38482680,2019-09-22,2024-03-10,90,31,2,5,5,5,5,5,5,5,2
38517753,2019-09-21,2024-03-12,274,45,5,5,5,5,5,5,5,5,5
38522112,2019-09-22,2024-02-25,331,55,1,5,5,5,5,5,5,5,6
38578854,2019-10-05,2019-10-05,1,0,0,5,5,5,5,5,5,5,0
38647574,2019-10-08,2024-01-22,52,19,0,5,5,5,5,5,5,5,1
38700691,2019-10-10,2024-01-30,119,33,0,5,5,5,5,5,5,5,2
38853577,2019-12-25,2024-01-25,292,62,0,5,5,5,5,5,5,5,6
38908446,2019-09-29,2024-03-16,125,39,2,5,5,5,5,5,5,5,2
38984143,2019-10-25,2024-03-17,376,89,6,5,5,5,5,5,5,5,7
39018287,2019-10-24,2023-10-01,18,1,0,5,5,5,5,5,5,5,0
39150604,2019-10-20,2024-03-05,80,23,2,5,5,5,5,5,5,5,1
39178017,2020-01-14,2020-01-14,1,0,0,5,5,5,5,5,5,5,0
39252289,2019-10-14,2024-03-07,272,31,3,5,5,5,5,5,5,5,5
39511582,2019-11-15,2023-05-26,17,1,0,5,5,5,5,5,5,5,0
39609557,2019-12-26,2023-10-15,35,11,0,5,5,5,5,5,5,5,1
39672260,2019-11-03,2023-12-27,29,7,0,5,5,5,5,5,5,5,1
39675590,2019-11-25,2024-03-03,118,32,2,5,5,5,5,5,5,5,2
39692398,2020-05-01,2024-01-07,14,6,0,5,5,5,5,5,5,5,0
39692950,2019-12-27,2023-11-30,18,6,0,5,5,5,5,5,5,5,0
39719794,2019-11-10,2023-08-26,11,2,0,5,5,5,5,5,5,5,0
39720181,2019-10-30,2021-02-28,12,0,0,5,5,5,5,5,5,5,0
39756574,2020-02-17,2023-08-06,3,1,0,5,5,4,5,5,5,5,0
39768389,2019-11-10,2022-08-28,13,0,0,4,4,4,5,4,4,4,0
39887452,2022-07-17,2024-01-07,12,6,0,5,5,5,5,5,5,5,1
39983373,2020-01-02,2023-11-11,28,2,0,5,5,5,5,5,5,5,1
39987036,2019-11-25,2024-02-23,44,4,1,5,5,5,5,5,5,5,1
39989059,2020-04-05,2020-11-01,9,0,0,5,5,5,5,5,5,5,0
40089718,2020-01-29,2024-03-20,136,44,2,5,5,5,5,5,5,5,3
40330257,2019-12-26,2024-01-14,96,19,0,5,5,5,5,5,5,5,2
40405521,2020-01-03,2024-01-05,108,43,0,5,5,5,5,5,5,5,2
40507724,2020-01-03,2024-03-03,37,3,1,5,5,5,5,5,5,5,1
40509548,2019-12-27,2022-02-18,30,0,0,4,5,4,5,5,5,5,1
40511182,2020-01-15,2024-03-06,109,32,2,5,5,5,5,5,5,5,2
40579627,2020-01-07,2023-08-22,23,4,0,5,5,5,5,5,5,5,0
41034780,2020-01-25,2023-04-11,6,1,0,5,5,5,5,5,5,5,0
41034920,2022-10-23,2022-10-23,1,0,0,4,5,5,5,5,5,5,0
41035096,2020-03-08,2020-03-08,1,0,0,5,4,5,5,5,5,5,0
41107902,2020-01-21,2024-03-12,150,46,5,5,5,5,5,5,5,5,3
41152952,2020-01-04,2024-03-03,128,35,2,5,5,5,5,5,5,5,2
41207934,2020-02-08,2024-03-10,58,18,1,5,5,5,5,5,5,5,1
41266813,2020-02-10,2022-04-20,5,0,0,5,5,5,5,5,4,4,0
41508433,2020-01-17,2024-02-21,82,7,0,5,5,5,5,5,5,5,2
41577441,2020-04-24,2024-02-11,53,30,0,5,5,5,5,5,5,5,1
41622111,2020-02-10,2024-01-02,37,4,0,4,4,5,4,4,5,4,1
41904324,2020-02-03,2022-06-13,70,0,0,5,5,5,5,5,5,5,1
41934128,2020-02-17,2020-02-17,1,0,0,5,5,5,5,5,5,5,0
42198973,2021-05-04,2023-05-07,2,1,0,3,3,3,3,3,3,3,0
42199225,2021-05-16,2021-05-16,1,0,0,5,5,5,5,5,4,3,0
42200274,2020-02-29,2020-02-29,1,0,0,5,5,5,5,5,5,5,0
42259192,2020-02-15,2024-01-01,118,18,0,5,5,5,5,5,5,5,2
42365140,2020-03-17,2024-03-19,242,45,2,5,5,5,5,5,5,5,5
42408782,2020-03-03,2024-03-07,119,20,1,5,5,5,5,5,5,5,2
42486260,2020-03-09,2024-03-05,97,26,1,5,5,5,5,5,5,5,2
42621091,2020-03-05,2024-03-19,70,31,4,5,5,5,5,5,5,5,1
42646643,2021-06-07,2023-10-02,52,7,0,5,5,5,5,5,5,5,2
42813425,2020-05-04,2020-11-11,5,0,0,5,5,5,5,5,5,5,0
42830184,2023-01-08,2024-02-29,60,49,2,5,5,5,5,5,5,5,4
42943055,2020-03-29,2023-12-29,32,9,0,5,5,5,5,5,5,5,1
42944185,2021-03-12,2023-10-12,36,12,0,5,5,5,5,5,5,5,1
42965487,2020-06-14,2024-03-16,205,61,3,5,5,5,5,5,5,5,4
43059995,2024-01-02,2024-03-10,4,4,3,5,5,4,5,5,5,5,1
43224355,2020-05-23,2024-01-29,72,16,0,5,5,5,5,5,5,5,2
43268099,2020-05-22,2023-11-19,39,1,0,5,5,5,5,5,5,5,1
43451577,2020-07-13,2023-12-23,46,16,0,5,5,5,5,5,5,5,1
43489001,2020-06-03,2024-02-28,47,9,1,5,5,4,5,5,5,4,1
43536646,2020-08-14,2024-03-10,56,10,1,4,4,4,5,4,4,4,1
43644307,2020-06-15,2024-02-01,76,6,0,5,5,5,5,5,5,5,2
43714385,2020-06-24,2024-01-02,157,10,0,5,5,5,5,5,5,5,3
43735673,2020-06-26,2024-03-16,139,21,2,5,5,5,5,5,5,5,3
43870008,2020-07-26,2023-11-01,25,7,0,5,5,5,5,5,5,5,1
44046663,2020-07-29,2024-03-15,117,32,1,5,5,5,5,5,5,5,3
44047647,2021-07-03,2024-01-06,45,10,0,5,5,5,5,5,5,5,1
44120967,2020-07-14,2023-08-27,33,7,0,5,5,5,5,5,5,5,1
44138129,2020-09-20,2024-02-23,47,2,1,5,5,5,5,5,5,5,1
44139423,2020-07-12,2023-10-20,56,6,0,5,5,5,5,5,5,5,1
44155050,2022-05-03,2024-03-19,73,38,4,5,5,5,5,5,5,5,3
44394749,2021-03-24,2023-12-28,60,5,0,5,5,5,5,5,5,5,2
44394773,2020-08-24,2023-12-31,43,10,0,5,5,5,5,5,5,4,1
44395116,2020-09-17,2024-02-11,84,16,0,5,5,5,5,5,5,5,2
44475856,2020-09-11,2022-12-01,28,0,0,5,5,5,5,5,5,5,1
44631597,2021-07-09,2024-03-13,32,9,2,5,5,5,5,5,5,5,1
44631599,2020-09-19,2023-07-25,33,6,0,5,5,5,5,5,5,5,1
44873269,2020-09-06,2024-01-01,6,5,0,5,5,4,5,5,5,5,0
44964399,2021-01-02,2024-03-10,28,2,1,5,5,4,5,4,5,4,1
45221639,2020-12-10,2023-10-04,21,4,0,4,4,4,5,5,4,4,1
45325730,2020-09-17,2024-03-15,188,53,8,5,5,5,5,5,5,5,4
45332502,2020-09-23,2023-12-01,32,10,0,5,5,5,5,5,5,5,1
45369477,2020-09-14,2023-11-23,70,13,0,5,5,5,5,5,5,5,2
45425951,2020-10-01,2024-03-17,341,146,15,5,5,5,5,5,5,5,8
45465980,2020-09-28,2023-07-15,50,2,0,5,5,5,5,5,5,5,1
45479159,2020-10-17,2023-11-26,47,14,0,5,5,5,5,5,5,5,1
45502500,2020-10-16,2023-11-03,35,11,0,5,5,5,5,5,5,5,1
